Quantity,Name,Scryfall ID
2,Contested Game Ball,71cb7776-a6af-4efb-b536-6b9b4f3d3874
1,Cori Mountain Stalwart,b6cbf54e-f30e-4e7b-b17c-217fa424971c
1,Corpse Augur,14fc0dfb-663a-4713-902e-96dbecc404b7
1,Corpses of the Lost,5f661095-3645-4e44-ac39-752e417c2174
2,Corrupt Court Official,4692610e-d64c-438e-b5ad-0cf67fd57f1f
1,Corsair Captain,d5017dbc-07fd-45ea-9629-7c584144e8be
2,Cosmium Blast,193d1eac-ede7-4f75-9c74-05133b215f93
1,Cosmium Confluence,490a5054-0607-4e4a-a0a9-0e9eea7adb00
1,Cosmogrand Zenith,b3c1e5e3-4e6b-456a-958c-7a75c38f8183
1,Costume Closet,cc641f4a-ddbe-4f7d-bb55-eabf11f8b7fb
2,Council of Echoes,85ad358d-a520-4d57-82b0-d2297da1fbde
1,Counterspell,4f616706-ec97-4923-bb1e-11a69fbaa1f8
1,Courage in Crisis,b836b0a9-c38b-423a-bf22-c9041acf1952
1,Coursers' Accord,f027ceb0-5d2b-4cf6-87ad-e6b9b1e20634
1,Court Archers,a3776b1c-4a3f-43b9-962e-64010f286ba5
1,Court Street Denizen,c45b1d32-5a3a-4ec3-af11-d0ba947de175
1,Covetous Urge,f3b4871d-4d74-411b-88e0-9a9d386cafe1
2,Cracked Earth Technique,cfcd77b0-0081-4146-880f-71c51e78bfad
1,Crackling Drake,73957e3b-504d-4ac7-a69c-0b81cb9af402
1,Cram Session,c59a249f-35ed-447a-845b-32ba5a53124e
1,Crashing Wave,9fd02eb4-1ef5-4a14-89a8-b25e720e8016
1,Crawling Chorus,aace4c44-7250-414b-aac4-df042a1e2e1d
1,Crescent Island Temple,04c85150-269e-4158-a1b9-bd11bc6b7d79
1,Cresting Mosasaurus,b6011e4b-a8a7-4cad-a276-c1022b45edc3
1,Crimestopper Sprite,dc4ac597-38f0-48b5-ac2d-dfb0b169f834
1,Crippling Fear,713a28c0-0d12-4c62-bc91-59c2ddfc9ef8
4,Crossroads Village,64db46d4-f91f-49cc-971c-b8e19f0c4ea9
1,Crossway Troublemakers,03a5e19c-4cb8-4bd7-923c-4db747dc6ca3
1,Crow of Dark Tidings,2cd74e93-064a-42d7-8e6e-c413912a08cd
1,Cruel Administrator,9d70707b-2e25-40b1-80a8-9a5492bca7e2
2,Cryogen Relic,7bfb33b6-e2bf-498f-8c58-ae21a840cf75
2,Cryoshatter,7b62b1e2-9e43-4a66-a647-7e5de2871f2a
1,Crystalline Armor,2558ce86-ee30-4075-b991-bfb5f7513a5e
1,Culling Mark,d4c45eda-9f00-4b40-b91d-0ed00151923c
1,Cult Conscript,fed77513-94ab-44e2-b9a1-30ba927cd6ee
1,Cultivator Drone,bbe4bb6f-bec6-49d2-99d7-e3750a0ea03f
2,Culvert Ambusher,82849769-ee1b-4f70-935c-9cb97772ade1
2,Culvert Ambusher,2ccdc58b-1e7e-402c-88f9-c789ff1dae31
2,Cunning Maneuver,0ff7c993-ba29-43b0-9639-7c4bc0292fa2
2,Cunning Maneuver,0ff7c993-ba29-43b0-9639-7c4bc0292fa2
1,Cunning Maneuver,0ff7c993-ba29-43b0-9639-7c4bc0292fa2
2,Curator of Sun's Creation,a144d0b3-678d-4f4c-a9b0-22af19f5cf9f
2,Curious Cadaver,2893aef8-835d-4935-b532-d8670585e489
1,Curious Cadaver,edf5e45d-0f1a-4c85-a944-770fc525dc01
2,Curious Farm Animals,2402d759-84b6-41d2-ad78-9333974e9222
1,Curious Farm Animals,2402d759-84b6-41d2-ad78-9333974e9222
3,Curse of Predation,daf631ad-762f-4bec-9588-aca88507cad5
1,Curse of the Werefox,89148458-1fd6-48ef-a2d9-7b434c9723ec
1,Cut Down,753db072-5d6a-4f37-8f7d-255572ecd3bd
2,Cycle of Renewal,233f4a05-057b-48f4-8f56-8d4a060a40e4
1,Cystbearer,b6c10302-f0b3-4076-ae5c-a8c8c09a7d41
1,Cytoplast Root-Kin,b276988e-dbf1-41a5-8b7f-ad5374f500fc
2,Dai Li Indoctrination,eca652b8-44f1-4bd9-b4bf-036eeead13aa
1,Daily Bugle Reporters,530dbeb0-b0cd-473e-a43e-7b23c88650a3
1,Damage Control Crew,ad2cab87-691d-44fe-ab2f-33760b1feb0f
3,Daring Discovery,d95018a4-be10-4c46-b14d-4b1eba838bc0
1,Daring Discovery,d95018a4-be10-4c46-b14d-4b1eba838bc0
1,Daring Escape,3d09dbcd-188b-4b52-943e-947cbf2c0002
2,Daring Saboteur,66483d05-444a-4710-97fa-7b7481b4a420
1,Daring Thunder-Thief,b41a2bf7-248c-4f8b-92ec-3010d276cb59
1,Dark Dabbling,f320791b-a64f-4249-9a78-7b28cfe58743
1,Dark Endurance,fac87b49-a0cd-42d5-b30a-efc6d5526fc3
1,Dauntless Aven,01e6320c-6f8b-4582-ad11-9b868bff08a1
1,Dauntless Dismantler,3d771631-0aab-4f09-b9a6-49b6b2d8d2aa
1,Davriel's Shadowfugue,09c8fe63-37a7-478d-b9ba-33a0f6519cf1
1,Dawntreader Elk,127c969b-1c9a-4265-af0e-5b9dbe136064
1,"Daxos, Blessed by the Sun",42496543-db8c-4053-aaf5-8e96948bafb9
1,Daybreak Combatants,8697a861-0f67-4ed3-bed8-f264fc78565e
2,Day of Black Sun,d0e24797-3e45-4c2b-b4b0-1ef44d42eaee
1,Dazzling Angel,027dc444-e544-4693-8653-3dcdda530162
1,Dazzling Reflection,f77977e8-25d8-4531-a6fc-8c46e6904670
1,Deadly Complication,7c68981c-037c-42e7-9b7f-6f07edab5f2e
1,Deadly Plot,b32fddc3-a38f-4eea-ae01-4158e3cbca6c
5,Deadly Precision,4661daf6-d960-4278-8946-70948efaf99d
1,Deadly Recluse,d432d17e-052b-4a81-bad8-14babf6e593f
1,Deadly Riposte,65f5804a-075b-41d8-9639-785cad5c0974
3,Dead Weight,82e6b971-3f5b-47e7-8209-98d72ee781fc
1,Death Baron,34a27142-cf45-4164-9e10-373e5c8bf7c6
4,Deathcap Marionette,ccc9d22c-dfce-4136-aed8-a5fe9bb852f2
1,Death Frenzy,92096311-a3fa-41fc-b7a9-71ac2310f7fe
1,Death-Hood Cobra,def88ab5-1b82-46f5-a136-ee1addff4214
2,Deathknell Berserker,f9f2029f-ffda-4374-9a78-79866ac23fca
1,Death Wind,94f60752-783e-4bec-b18e-ba7f87e36521
1,Deceive the Messenger,b2984bc6-7c12-46e4-8dd3-b23e29a7a7ec
5,Deconstruction Hammer,0c7ba382-18c4-4833-b3d2-bd469ae2ad77
2,Deduce,5ad92dbd-828e-425f-8cab-819a04ea9020
1,Deep-Cavern Bat,69c68c95-b788-43b1-9f22-1b22c5a00b25
2,Deep Goblin Skulltaker,0b24bb7c-6b34-48b6-af94-f312ebdbb759
1,Deeproot Pilgrimage,e2449311-a705-4a31-a345-a36d436ae561
1,Deep-Sea Terror,007b526c-5387-4ed4-a320-b826d507e014
1,Deepwood Denizen,333f02f7-3b8a-41e3-9ae5-2151539e64ad
1,Deer-Dog,54ec5233-6b27-4655-b68c-4c1aaf64d89b
1,Defensive Stance,d0670653-d4fe-4fac-b769-d19ca4698c97
2,Defossilize,3d9abaec-af72-4399-b162-5e62e7487242
1,Delighted Halfling,71384418-173a-4f77-adab-56e52fa23692
1,Dementia Bat,72ae22c3-2dea-463e-894a-188657849909
1,Depressurize,25520d5a-1a83-42cc-8ace-8b1156019d64
1,Depressurize,25520d5a-1a83-42cc-8ace-8b1156019d64
1,Desculpting Blast,77fdbf32-b5f4-4346-846d-d8e0e53e6e53
2,Deserter's Disciple,14f2ed5a-042b-4cce-82ad-cfb4bd511d98
1,Desperate Bloodseeker,a59da027-b5dd-4920-b3a1-9da05fcb1977
1,Desperate Plea,b42b4b0e-39f6-4f93-a358-9bcec8d13b65
1,Destroy the Evidence,bca53097-108d-457e-831c-e3d6cb499a41
1,Destructive Digger,d981b310-5e75-4f30-baf6-37f069f00aa3
1,Devious Cover-Up,21ac6b0a-b1a5-439d-b65e-5f04e1826c80
1,Devouring Light,a81a828b-e17e-4789-b73e-1f44a7f03e9f
3,Diamond Pick-Axe,4ae30fa7-3d1d-417f-80d7-a668236cb2c1
1,Didact Echo,3c068b2e-17cc-4fb8-bd79-b775a4713d74
2,Digsite Conservator,dfa3cd5e-b727-479d-9a77-9f320b92f3f2
2,Dimir Guildgate,f9b8a159-5e58-4432-8ecd-62f39afa96da
2,Dimir Guildgate,3694ac90-e71e-4736-8945-7dbf5b5fd6a9
2,Dinotomaton,9de1a93e-ec71-45fa-b0b8-2c21123e390c
1,Diplomatic Relations,e0a104c5-61fb-4733-97ab-a31a15a49443
1,Dire Fleet Hoarder,d6f86b94-2a86-4120-97cd-ec2c89d106cb
1,Diregraf Ghoul,4682012c-d7e0-4257-b538-3de497507464
1,Diresight,144d5261-ee05-4b7f-ba9d-68aefbdab48e
1,Discerning Peddler,73b359bf-afd8-439d-a4d2-985db1ad368c
1,Disciples of Gix,7d356456-865d-4c92-8923-ce7384e29a79
1,Dismal Backwater,fab0660b-81f8-40ca-8098-5f8d51219a40
1,Dismal Backwater,8c8099d6-44c1-48c7-ae87-985160eee63c
3,Dispeller's Capsule,ebecd3d1-15ed-4501-89af-4718a212332d
1,Dispelling Exhale,1c9af3f1-711e-42ae-803a-1100eba3fb13
1,Disruptor Wanderglyph,7802ca61-6fcc-4965-9f8f-dd58fe82c6bf
1,Disruptor Wanderglyph,7802ca61-6fcc-4965-9f8f-dd58fe82c6bf
2,Distorted Curiosity,f932ddd3-beb4-4dc8-8c15-e1c9c2276986
4,Disturbed Slumber,4404b8d6-3673-4d82-b9ed-d28e9b54e1f6
2,Divert Disaster,c5f7d2fe-628b-4493-8281-0e5f91ce5d61
1,Divest,4494cb6d-1a99-40b6-96cc-0dc2ddec102f
1,Djeru and Hazoret,1db1ae7b-ed48-409f-8d50-07c7e8c6c128
1,Doc Ock's Henchmen,a383c442-3f4a-4115-97e4-23f0eb88465b
2,Dog Walker,a6e0adb7-a030-4dcc-9284-cd91c7598a22
1,Dokuchi Shadow-Walker,6d35bcc7-2280-4061-9a6c-e67038cfb114
2,Domestication,3b5e940b-e247-4ee3-939b-679e4f8ea771
1,Down for Repairs,dad23c10-3180-456f-b781-84d3893a6815
1,Downpour,f220afb1-8638-4b54-b6af-0043b4cc1cef
1,Dowsing Device // Geode Grotto,3d715e9f-223d-462e-8ce3-eebbaf1cd021
1,Dragonborn Looter,570e8aaa-5273-42f4-b151-51976ab7730c
1,Dragon Fodder,f9abe517-f601-4784-8d62-2350bd755146
1,Dragonlord's Servant,be6fa0dc-74e7-4fad-9bdd-8e986612577a
1,Dragon Moose,fd61f469-5377-4bc1-a42b-dd66ca4ede1d
1,Dragonskull Summit,44f78cab-06d4-4786-987f-4d0d15654fd5
1,Drag the Canal,508d7096-2be3-4d4b-a55c-d4dbd3c9019c
1,Drainpipe Vermin,4d7251f3-df66-4611-a84c-1897f74431f7
1,Dramatic Accusation,2ca93438-a132-45ca-9fa8-364aeb519594
1,Dramatic Accusation,28bff30e-c25c-4d89-8fbe-1a9effe63ba7
1,Dramatic Reversal,2ad14406-4504-4951-83f0-82c298964d6c
1,Draugr Necromancer,76d8e0ff-e720-41ca-af69-35585a2d7ae2
1,Draugr Recruiter,6b0fe66b-0067-4e5c-9b3a-b014b2f0daf2
2,Dreadmaw's Ire,062e00a1-f1dc-4089-b640-800ab781c590
1,Dreadwaters,c4c1434a-4832-4008-a091-e0703dedd0a2
1,Dreamscape Artist,f244985e-7487-44db-bd69-47c781753f2e
1,Dream Strix,31d82f7a-64f1-463f-bb6b-936c3e49bf2b
1,Dreg Reaver,e7771eba-bc2d-40f2-bab4-5e9cc4fe8f34
1,Drill Too Deep,b9d3b6e8-47c8-49e3-b204-8b659e127bde
1,Dropkick Bomber,b44f758e-716a-408e-96d4-b58403591c2a
1,Dross Skullbomb,66270dd2-9139-4329-9621-852962836688
1,Drown in Ichor,bf148ef4-0ed7-4fbe-8ab6-01dd3981c8d3
1,Druid of the Cowl,db2d0ee9-865c-4fc9-8cb6-540c597e1bf4
1,Due Diligence,076d9f76-a247-4727-9e0f-a0289c51059e
2,Duelist of Deep Faith,56444440-a9e6-4583-a289-9f0571a98093
1,Duelist's Heritage,45834bc6-be8d-4064-930d-efc73cf3c64d
1,Dúnedain Rangers,630e1e36-2f5d-44d4-9ff2-19ae75295016
1,Dunland Crebain,695c05ab-e46e-46c7-bd2e-ef0b2307e449
1,Dunland Crebain,f1b90963-2a4c-4e0a-9d00-5d3df258c880
2,Dusk Rose Reliquary,a5f231ef-4167-4b0a-b54c-a098b2eb2f6f
1,Duskshell Crawler,eb39a0c0-668f-4881-957a-3d09c50beaf4
1,Dutiful Return,55d6cb71-c911-4f82-93e9-654e8ffa85c9
1,Dutiful Servants,7684db4c-6eff-4da1-a410-48d707fb5bf1
1,Dutiful Thrull,8d586143-fac0-463f-96ec-c6b9fd582194
1,Dwindle,cb38f190-30f0-49ca-99c3-d3cdf21075e8
1,Dwynen's Elite,89d94c28-ea2e-4a3d-935f-6b2d9f2efc7a
1,Earthbender Ascension,590a58ab-5e98-4031-8aa6-ce396dc1429f
1,Earthbending Lesson,eccd63b3-3a3a-4661-9d6e-fb8152429bdb
2,Earthbending Lesson,eccd63b3-3a3a-4661-9d6e-fb8152429bdb
1,Earth Kingdom General,8688fce5-74b1-41e1-a59a-05a3878a75cb
2,Earth Kingdom Jailer,9207362c-3605-4794-803f-ad1d0175fcca
1,Earth Kingdom Protectors,d263472e-1d75-4cb9-8f7b-986fa22bc841
1,Earth Kingdom Protectors,d263472e-1d75-4cb9-8f7b-986fa22bc841
2,Earth Kingdom Protectors,d263472e-1d75-4cb9-8f7b-986fa22bc841
1,Earth Kingdom Protectors,d263472e-1d75-4cb9-8f7b-986fa22bc841
1,Earth Kingdom Soldier,2d543d35-945a-4ffa-beb7-7c5d4f894f79
1,Earth Kingdom Soldier,2d543d35-945a-4ffa-beb7-7c5d4f894f79
1,Earth Rumble Wrestlers,74fca0b8-12e1-405f-b999-160d65fe0ade
1,Earth Rumble Wrestlers,74fca0b8-12e1-405f-b999-160d65fe0ade
1,Earth Rumble Wrestlers,74fca0b8-12e1-405f-b999-160d65fe0ade
1,Earthshaker Dreadmaw,158ad2e4-5e81-439b-9629-a9d217c45d83
1,Earthshaker Dreadmaw,cdcbba6f-aa54-44be-a3b0-f712fa8bd5ad
1,Earth Village Ruffians,56d4e0b7-232f-4953-84a3-e6f17781aa45
1,Earth Village Ruffians,56d4e0b7-232f-4953-84a3-e6f17781aa45
1,Earth Village Ruffians,56d4e0b7-232f-4953-84a3-e6f17781aa45
1,Eaten Alive,143d278d-d99b-42da-9fbd-9ab70526d53a
1,Eaten by Piranhas,475e28bb-1333-45e1-b6fd-83121c2f1ab9
1,Eater of Virtue,34d92077-d7b2-4996-848f-fd4917e2fb42
1,Echoing Return,39eb0e67-f989-4430-b2d6-b8b647f0b7ca
3,Echo of Dusk,319a457c-89b7-47f6-a13c-20bb50d41138
1,Eerie Gravestone,7675e91f-dba7-4e64-a7ff-1dd56665a4cc
1,Elder Cathar,26c38fbf-09ab-46fc-905e-ca45a85d794b
1,Elder Deep-Fiend,10532d06-94e3-47bc-a036-7535be05be98
1,Eldrazi Skyspawner,9c9c1a10-446e-492a-95cc-a459dc6c08a0
1,Electric Revelation,d06023c5-8cb8-4d67-bba6-8dd5201a25dd
1,Electro's Bolt,25fe063f-35e4-4fca-9889-06834a8ef9b9
1,Elegy Acolyte,c69ed7c7-1f49-4299-b3e6-75150258ac59
1,Elephant-Mandrill,a23d6283-c7a3-45a1-8c6b-cd806212d5e3
3,Elephant-Rat,0568f28f-e830-4a7a-91d3-43e78bb86c8f
1,"Elrond, Master of Healing",1a037b81-28a3-4ecb-9c18-e9cd5cabad16
1,Elspeth's Smite,b405a442-cf6f-4c0b-9950-f208b30c052e
1,Elusive Spellfist,aac94901-f4ec-4888-82ef-87fd2b20cf11
1,Elvish Archdruid,341da856-7414-403b-b2e3-4bebd58a5aa4
1,Elvish Regrower,2694e3cd-26ed-4a10-ae55-fb84d7800253
1,Elvish Visionary,a2f174e6-9532-4fc3-815b-2dc3966c6523
1,Ember Island Production,0f79a7fc-36b1-4397-8e67-6638379d3a38
1,Ember Island Production,0f79a7fc-36b1-4397-8e67-6638379d3a38
1,Embraal Gear-Smasher,3ad5c175-581c-4fdd-b008-e7d10b0928c7
2,Embrace Oblivion,3754fc20-7aaa-437d-97df-d6cf1c29586c
1,Emrakul's Messenger,f0f818d7-320c-47b9-a083-40007f3d91ea
1,Enduring Victory,54fef763-7ee2-4341-9c67-546e4b6710b7
1,Enforcer Griffin,2cfce961-be01-42d6-b309-15ca17225be6
2,Enterprising Scallywag,44420f52-2ed8-4f81-93e4-5decc77bed01
1,Entropic Battlecruiser,cc59796b-9025-44b6-a188-cf6684ebffb9
2,Envoy of Okinec Ahau,96de0741-9270-4118-bb8e-f3480c75a582
1,Éomer of the Riddermark,d920fcaf-4988-4186-962d-cdda25d79e7b
1,"Éowyn, Lady of Rohan",e59710c4-24de-419e-a8a0-e8392d450c23
2,Epic Downfall,3b4a6804-04f5-4467-bb1c-9466a47bc55f
1,Epic Downfall,3b4a6804-04f5-4467-bb1c-9466a47bc55f
2,Epochrasite,6d4fafc8-3466-42f7-9d8d-8c6250da7bd5
1,Erebor Flamesmith,552730c5-e3a6-468f-91b2-82c272dda400
1,"Erkenbrand, Lord of Westfold",38f81e68-cddd-47f4-b1d1-a297c3298c25
1,Erratic Mutation,3ac93762-9377-49c3-9593-6d02bfb66903
1,Erratic Visionary,3e8a25fd-985f-49e5-b5b9-388571dfaec3
1,Erudite Wizard,9273c417-0fcd-4273-b24e-afff76336d0c
1,Escape Tunnel,a0335da5-d754-480d-89d9-be6b8ca33fda
1,Essence Scatter,dd05c850-f91e-4ffb-b4cc-8418d49dad90
3,Etali's Favor,6d4075a8-c15d-4078-bf4b-0f85c03fecec
1,Etali's Favor,6d4075a8-c15d-4078-bf4b-0f85c03fecec
1,Etherium Abomination,312bbd63-d6ff-4da5-868f-ed68cbc12d43
1,Eumidian Terrabotanist,64fb2981-86ed-478a-89cd-c6bb078a5bc7
1,Eureka Moment,904b7c23-4077-4529-acc1-3882f475c547
1,Evolution Charm,723d21cb-f506-4ad4-89d8-ecfdaed5952f
4,Evolving Wilds,7f8c9ac8-0741-4261-b43b-d745839e11f5
2,Exclusion Mage,62c8024e-490a-484a-bcee-da7728a64a1f
1,Executioner's Swing,2122586d-9b23-47c2-8b00-e673aa0310f0
1,Exemplar of Strength,d30501c5-f6d9-47b3-b12b-8bd1c5ea6a9b
1,Experimental Augury,8b817b17-27cf-4f6b-baf2-4c4dbb3e71d1
2,Explorer's Cache,86b36214-9c7e-4a24-93d4-17b2d00cbc51
1,Explosive Apparatus,608f431b-a05c-4610-94f7-928d87b2c056
1,Explosive Shot,4ba682a6-1045-4ed6-ae95-bd5af8bd7224
2,Exultant Cultist,b2c22e0a-81c5-485f-81f0-3e85397108e0
1,Eye Gouge,94d4eb34-0529-48a0-ac52-b57cead7b651
1,Fade into Antiquity,d74b6f74-9021-467a-974f-8b04ed1bac9a
1,Faerie Fencing,6bdcaf24-4352-47cf-a043-899be47ab1bb
1,Faerie Snoop,20267dab-8898-4b44-8ef4-8a239967662c
5,Falconer Adept,fb4733e6-6fe2-4460-ac9f-82feb583d790
2,Fallen Angel,9b0fdc3e-8ad6-419d-8974-27648107bd13
1,Faller's Faithful,cbb1b46f-72e0-4c2f-8012-74529bd29a0d
1,Faller's Faithful,cbb1b46f-72e0-4c2f-8012-74529bd29a0d
1,Family Reunion,5c2cfbdc-8d40-4abb-afca-6c6d8e36185b
2,Fanatical Offering,d896dd52-b134-4b55-ab91-ccb05ecc50f4
1,Fanatical Strength,28ee8b5b-ab55-4a26-9491-a0dc20cf54c8
1,Fanatical Strength,4941fa74-c7b9-4468-8080-de8057d3d27b
2,Fancy Footwork,9c59f8c5-4063-4e5a-b684-fde175c4a981
1,Fancy Footwork,9c59f8c5-4063-4e5a-b684-fde175c4a981
1,Fang-Druid Summoner,496442f6-48c7-464e-bcf3-4c14f49fa065
1,"Fang, Roku's Companion",1280d51a-f4a9-4021-b229-8d9af701318c
1,"Faramir, Field Commander",008b953a-da2b-4c30-9424-6d6e3e938251
1,Farbog Explorer,489c6a2f-38b4-4ff9-95f7-431384480ed9
1,Fatal Fissure,3343933d-4425-4ede-8d92-876bd0c6df60
1,Fatal Fissure,3343933d-4425-4ede-8d92-876bd0c6df60
1,Fatal Fissure,3343933d-4425-4ede-8d92-876bd0c6df60
1,Fear of Burning Alive,b282f8e3-8b79-47e9-8c18-62284211442b
1,Fear of Impostors,bdee441e-14ab-42d1-b447-5a6488fd713a
1,Fear of Surveillance,6e98559d-d9fd-4bdf-8df9-389eee756a3a
1,Feast of Succession,73f15c50-cfb2-4567-bad5-3d18a2d7d0aa
1,Feat of Resistance,73148b3b-73d3-4f57-8b67-1e91fbe112b9
1,Feed the Infection,9f013a1a-d4b9-4380-9802-c299ee6c4492
1,Feed the Swarm,2246c098-1071-4cc3-a60a-802406e2827b
1,Felhide Minotaur,b4e424de-81be-4f90-a7a2-4102c8ba8989
1,Felidar Savior,cd092b14-d72f-4de0-8f19-1338661b9e3b
1,Fell Gravship,e94b130d-3547-43c5-a319-5ebc571c2e2d
1,Felling Blow,96948ae3-b15d-4d6d-aa73-9f52084cd903
1,Felonious Rage,4538d6a8-a24a-40e3-b894-45a30882c92a
1,Femeref Scouts,60192ded-689b-4cc5-9293-bff52924089b
2,Fencing Ace,994094f8-e175-4e2e-aa39-c096f0ed9e6a
1,Fertile Thicket,c30fb2f1-f0a6-430f-86e5-817b55da469e
1,Fervent Strike,e4f76e51-a726-4a5f-ae2b-2e826e89f5f7
2,Festive Funeral,90a90af0-eb40-40da-bf4b-f0af687c6430
1,Field Creeper,e148c1bf-84a2-48cd-882e-ad0fd74b8f0f
2,Field of Ruin,3e84e179-9d59-4d08-8a36-51ad2fc32ae3
1,Field of Souls,020dc072-96e2-4923-b9c9-1791a0732c29
1,Fiery Annihilation,54fe00aa-d284-48f9-b5a2-1bd4c5fa8e58
1,Fiery Conclusion,97cb8431-f741-4b1b-bfa7-87d828fe99fb
1,Fiery Confluence,85d431c2-e4fa-426d-83cb-ecb782e7e87d
1,Fiery Hellhound,8980efa5-bd21-4980-91a7-5e66528b1011
4,Firebending Lesson,fa940e68-010e-4b68-be8a-555d7068f7b4
1,Firebending Lesson,fa940e68-010e-4b68-be8a-555d7068f7b4
1,Firebending Student,3b366f59-16fe-43cb-888d-1f93ef8fd332
1,Firebending Student,3b366f59-16fe-43cb-888d-1f93ef8fd332
2,Fire Elemental,fcca2f76-3db9-472b-b78e-a87b81e31d0a
1,Fire Elemental,dc506f58-048d-49cc-ad8c-2eb851b08bb6
1,Fire Lord Azula,281b8979-aefc-4fe7-a130-3638cdc0b1dd
1,Fire Lord Zuko,e62d3bcc-7bb4-42be-90a9-caf3c1caa29d
1,Fire Nation Attacks,9cc10845-8989-46ca-a57a-fd728fca0729
2,Fire Nation Attacks,9cc10845-8989-46ca-a57a-fd728fca0729
1,Fire Nation Cadets,1a3a862c-9c9a-41cd-94d1-2d0cff22a6cd
1,Fire Nation Cadets,1a3a862c-9c9a-41cd-94d1-2d0cff22a6cd
1,Fire Nation Cadets,1a3a862c-9c9a-41cd-94d1-2d0cff22a6cd
1,Fire Nation Engineer,5daba108-277d-46c8-ac35-7610f4786813
1,Fire Nation Engineer,5daba108-277d-46c8-ac35-7610f4786813
1,Fire Nation Palace,c91ac3f2-9fcd-4b41-a168-ae7f70b67d3c
2,Fire Nation Raider,ede1bbdb-c726-46e3-aaf1-b8cf2be2c341
1,Fire Nation Raider,ede1bbdb-c726-46e3-aaf1-b8cf2be2c341
2,Fire Nation Salvagers,fea1319c-7589-480d-a204-65ec68837e59
1,Fire Nation Warship,41ecc1de-353e-4131-b735-d2ce18c9c2d5
1,Fire Nation Warship,41ecc1de-353e-4131-b735-d2ce18c9c2d5
2,Fire Navy Trebuchet,e58372cc-9a89-47a4-a0db-df5435e26cd3
1,Firespitter Whelp,4b3a4c7d-3126-4bde-9dca-cb6a1e2f37c9
2,Firewing Phoenix,08d7c90a-b999-4e0b-87df-7355d6c36fb1
1,First Day of Class,091eb13d-9318-4b12-9f94-6276b11981d1
2,First-Time Flyer,ea22d29d-3a62-4ae2-91d5-21a678be9b48
1,First-Time Flyer,ea22d29d-3a62-4ae2-91d5-21a678be9b48
1,Fists of Flame,c06d88b3-d882-4c98-8f70-fed67b772386
1,Flame Sweep,4702a838-8577-49b6-8b7a-f9b6d2929481
1,Fleeting Distraction,c0b86a7b-4912-43a7-ab89-c3432385baa1
1,Fleeting Flight,55139100-9342-41fd-b10a-8e9932e605d4
2,Flexible Waterbender,1447ebce-7e48-4b21-a39c-740920538bdd
1,Flight Spellbomb,0fa09e06-08fd-4ecd-83fe-f0e0856547a5
1,Fling,9cbc4854-f022-466c-9ee0-1b8d80715feb
2,Flood the Engine,57402f7c-5d4c-4f1e-8bce-a2328a297111
1,"Flopsie, Bumi's Buddy",082f4abc-c09f-42cf-977f-060875dfd411
1,Floriferous Vinewall,c3c27704-7886-4cce-ad66-fb94668822c4
1,Flourishing Bloom-Kin,5ddcb31e-9301-44f1-b138-0573fbf56a47
1,Flourishing Hunter,2abc54df-773d-4f46-b241-e1f42af8ab95
1,Flying Dolphin-Fish,ccb61a51-cff6-4f88-ac17-f10852a27d06
1,Flying Octobot,ebadcd4a-f58f-4328-a765-0ea8d8028417
1,Focus Fire,a9ddfcbc-0f84-4315-aaa3-ca54ff64d7de
1,Foggy Swamp Hunters,3f6e5869-ca25-4b98-a844-8a498cb40aab
1,Foggy Swamp Hunters,3f6e5869-ca25-4b98-a844-8a498cb40aab
1,Foggy Swamp Spirit Keeper,cd624be9-e960-4485-a8a9-2d5f2dd51777
1,Foggy Swamp Vinebender,78a75317-94f7-47a4-b4da-5a027fa73248
1,Food Coma,61ba2aed-3514-4db9-8da0-329620b12f63
1,Forbidden Alchemy,04def7e3-10e4-4733-8c19-8fa6e4469086
2,Forecasting Fortune Teller,023e7ad4-6af0-4f29-a716-27a313974227
2,Forecasting Fortune Teller,023e7ad4-6af0-4f29-a716-27a313974227
1,Forest,8c13cafb-3078-4856-a5b0-c38aace8a34a
24,Forest,a305e44f-4253-4754-b83f-1e34103d77b0
2,Forest,a305e44f-4253-4754-b83f-1e34103d77b0
4,Forest,05683891-cdd4-4401-b7d5-0ef17e79c699
2,Forest,a305e44f-4253-4754-b83f-1e34103d77b0
1,Forest,05683891-cdd4-4401-b7d5-0ef17e79c699
1,Forest,05683891-cdd4-4401-b7d5-0ef17e79c699
1,Forest,8c13cafb-3078-4856-a5b0-c38aace8a34a
1,Forge Anew,56274b88-6e3f-4538-bb0c-eb5e52a58ef3
1,Forge Armor,2873b6d5-af76-498c-bc2d-a26c36be3cbd
1,Forge Devil,5bbf66a4-8fd4-4c87-89e2-c6ad6c4de7ab
1,Forgotten Monument,de8c1c02-e533-46b2-a3eb-91dff561854b
1,Formation Breaker,67ab8e8f-3ef6-4339-8c66-68c5aca4867a
1,Fortified Rampart,5095e2ab-a7f5-45bc-8b2f-31198ea27bba
1,Fortify,b47af529-6ba1-4900-a6f6-7647c9632e11
1,Fortress Kin-Guard,b647a018-1d70-43a1-a265-928bcd863689
2,Forum Familiar,b06a243d-acc8-42cd-926c-98a4cc96ab21
1,Foundry Assembler,e83a2862-a2d7-4d87-a4b8-def9f441f5fa
1,Fractal Summoning,cc3f1f7e-eb19-49c1-a1ee-93b85ac8815c
1,Frantic Search,d8c5e52d-57ae-464b-8860-7dd39ebfef64
